account_id,timestamp,amount
A934038,2024-01-25 12:01:44,772.26
A315497,2024-03-08 13:55:46,2050.39
A683783,2024-03-22 00:06:53,904.51
A248549,2024-02-28 11:52:25,745.27
A763773,2024-02-09 06:08:40,261.98
A767842,2024-02-27 01:19:35,2378.24
A432914,2024-02-26 07:09:06,3582.69
A362751,2024-02-29 10:45:47,2827.45
A178494,2024-01-25 07:54:22,2570.9
A124091,2024-02-15 13:44:27,4851.05
A804263,2024-01-23 14:26:13,3570.6
A683364,2024-03-08 02:37:30,2866.66
A653483,2024-02-17 19:38:46,3530.46
A256861,2024-03-22 01:30:58,1244.78
A547247,2024-03-13 15:34:25,4077.26
A331610,2024-01-12 04:56:06,4248.07
A273937,2024-01-17 10:29:01,3227.02
A326839,2024-01-04 23:36:47,3605.23
A859854,2024-02-09 07:59:10,334.59
A353091,2024-02-02 18:43:40,3554.86
A936306,2024-03-08 01:40:35,4667.88
A512261,2024-02-28 05:56:02,4334.0
A656915,2024-01-25 13:24:05,1728.6
A764695,2024-03-28 13:42:38,2699.11
A790219,2024-03-19 20:36:05,1670.31
A432175,2024-03-30 04:49:51,2303.08
A417967,2024-02-02 14:40:36,4733.93
A541184,2024-02-05 23:13:35,2417.7
A146644,2024-02-24 04:03:32,1012.15
A452676,2024-01-17 12:06:03,1891.56
A701549,2024-02-11 17:49:31,512.98
A391807,2024-03-06 11:03:08,759.17
A239555,2024-03-15 12:04:48,2218.96
A350170,2024-02-20 03:58:44,1625.13
A134825,2024-01-15 23:18:38,3123.84
A466734,2024-02-13 19:31:17,4745.09
A807774,2024-01-31 12:10:18,1254.84
A558445,2024-01-05 12:20:45,4295.1
A132048,2024-03-15 09:02:24,504.71
A174352,2024-01-16 02:13:58,4302.57
A684604,2024-03-07 13:41:15,1688.74
A966883,2024-03-18 21:39:07,3455.63
A240113,2024-02-10 06:55:09,2033.22
A667548,2024-02-21 04:25:02,3702.15
A704942,2024-02-24 12:45:12,2758.52
A863466,2024-03-09 04:31:02,2549.41
A716284,2024-02-26 17:34:43,1219.36
A618811,2024-03-18 05:59:49,3328.53
A461662,2024-01-11 16:51:15,1153.78
A669944,2024-03-10 16:02:02,77111.41
A196930,2024-03-15 01:50:28,774.54
A920697,2024-02-01 00:22:40,1121.62
A693507,2024-02-21 00:44:27,1983.79
A347451,2024-02-26 08:58:56,753.75
A946341,2024-01-14 20:28:35,1205.95
A533288,2024-02-12 12:11:38,473.98
A854421,2024-01-04 11:02:33,1822.77
A845771,2024-02-06 09:52:01,2053.55
A937726,2024-03-18 21:23:57,1781.97
A394388,2024-03-22 04:47:02,3167.62
A386463,2024-01-13 14:11:52,4454.67
A696884,2024-02-08 21:27:34,1592.16
A755149,2024-01-18 00:42:14,3546.75
A549192,2024-01-24 19:27:56,4982.43
A966747,2024-01-11 07:41:49,2994.64
A558957,2024-03-05 23:29:40,2339.08
A793263,2024-02-21 08:43:23,928.85
A631039,2024-01-04 16:47:51,1839.98
A568591,2024-02-09 18:55:56,1895.2
A118083,2024-02-07 04:49:38,1570.42
A965734,2024-01-29 20:05:13,895.04
A227348,2024-02-10 05:02:14,1212.43
A858955,2024-01-07 13:08:38,2668.16
A256032,2024-01-01 08:51:39,4828.76
A831099,2024-03-30 05:16:59,718.17
A774335,2024-03-03 09:49:24,1288.91
A274658,2024-02-29 21:54:55,1018.11
A290361,2024-02-08 23:10:56,3304.19
A533288,2024-03-23 00:50:40,1876.99
A319562,2024-01-07 08:49:31,1708.09
A752085,2024-02-24 18:38:39,1558.86
A562927,2024-03-20 04:59:33,3105.8
A166549,2024-01-11 17:07:55,2884.3
A223132,2024-03-08 16:04:53,4169.52
A270058,2024-01-10 20:49:11,3346.12
A999837,2024-01-23 15:18:28,42530.21
A264972,2024-03-03 16:16:32,3454.05
A600130,2024-02-21 07:25:15,4810.3
A343967,2024-01-26 18:28:11,1946.01
A651488,2024-02-29 05:57:21,679.97
A191852,2024-03-02 00:44:29,2801.03
A990593,2024-01-25 14:33:00,982.27
A355223,2024-03-02 17:56:41,1760.2
A618811,2024-02-15 22:40:50,3823.27
A342259,2024-02-13 19:36:59,3806.89
A920697,2024-03-10 08:15:10,2488.95
A191145,2024-03-14 21:58:02,1856.27
A222353,2024-02-06 21:07:34,29866.91
A335914,2024-03-25 04:55:29,4045.95
A530011,2024-02-28 09:02:43,3284.07
A474332,2024-01-29 08:28:17,904.29
A639351,2024-01-07 13:32:55,402.88
A243551,2024-02-07 03:03:24,2001.61
A148424,2024-02-03 17:07:10,4393.05
A171447,2024-03-10 09:18:45,1422.83
A995211,2024-02-27 13:07:14,1280.18
A103590,2024-02-08 02:59:46,3751.25
A832168,2024-02-03 19:37:31,3279.33
A329782,2024-01-31 04:58:12,4464.43
A832476,2024-03-25 15:45:41,4132.2
A309195,2024-02-18 21:11:57,2338.93
A334157,2024-01-15 21:47:40,2043.36
A751934,2024-01-08 10:24:45,2253.74
A620988,2024-01-26 16:02:05,447.09
A882826,2024-01-11 11:58:12,54444.2
A679605,2024-01-07 13:12:07,4408.41
A874432,2024-03-19 12:53:41,4874.08
A520625,2024-01-26 09:06:22,4121.17
A283205,2024-02-11 10:18:47,2621.15
A218346,2024-01-17 03:46:28,1167.6
A733242,2024-01-07 00:56:13,4200.84
A803536,2024-02-07 13:38:23,21730.07
A653631,2024-02-29 07:17:32,401.34
A454195,2024-01-21 01:24:11,3060.96
A942507,2024-01-21 20:31:14,201.89
A837701,2024-02-16 00:16:29,1702.35
A713919,2024-02-26 01:02:12,1982.26
A328525,2024-01-17 09:19:52,3362.08
A339458,2024-02-14 07:55:00,3584.3
A484256,2024-01-02 18:18:51,4819.09
A361598,2024-01-09 17:55:22,4759.01
A227663,2024-01-18 16:02:32,4845.32
A544606,2024-01-09 12:41:36,756.98
A425710,2024-03-01 17:45:28,599.43
A429977,2024-01-08 05:26:35,2571.82
A587406,2024-01-04 18:36:57,3958.69
A310048,2024-01-30 12:37:37,2708.55
A999788,2024-01-27 12:25:25,2483.33
A831099,2024-02-08 03:03:38,4901.05
A616476,2024-03-15 10:11:34,4188.02
A892346,2024-01-24 11:54:44,608.57
A526890,2024-03-30 13:30:30,4508.82
A628382,2024-01-07 19:03:41,4037.01
A665638,2024-02-10 23:18:16,2946.63
A995150,2024-01-19 16:47:48,3774.59
A451091,2024-02-06 05:36:15,2084.72
A579743,2024-03-30 12:20:40,4610.49
A223646,2024-02-28 19:45:16,3067.25
A285172,2024-03-11 22:55:52,136.28
A490731,2024-01-10 09:21:27,4000.82
A938481,2024-03-26 03:42:02,2647.39
A320606,2024-02-21 17:49:51,183.36
A887123,2024-01-25 14:50:11,816.58
A854840,2024-01-14 19:10:27,1417.05
A294208,2024-03-04 11:19:46,4312.77
A275164,2024-01-06 09:59:25,113.32
A572767,2024-01-04 19:45:12,21379.85
A357512,2024-02-08 17:31:02,4760.62
A231696,2024-03-29 01:22:36,20303.37
A594176,2024-03-02 07:41:16,1840.34
A374640,2024-01-04 04:36:45,56984.71
A191145,2024-03-15 15:36:34,3261.42
A976821,2024-01-07 05:33:08,823.47
A468029,2024-02-14 21:24:35,4871.38
A122338,2024-02-26 06:59:41,2418.69
A180090,2024-02-21 22:31:16,22443.53
A723165,2024-03-18 01:13:08,3286.65
A770727,2024-03-27 03:32:26,2053.57
A334157,2024-03-10 12:38:08,3125.88
A506668,2024-02-21 14:18:02,4410.77
A142457,2024-02-10 08:59:04,2138.23
A208618,2024-01-03 22:19:52,2124.85
A290359,2024-01-04 09:55:19,949.07
A641203,2024-02-15 13:05:50,1567.78
A914857,2024-01-31 01:29:46,1912.2
A810832,2024-03-23 23:27:10,1609.74
A356729,2024-03-21 11:27:45,4676.43
A315736,2024-02-17 15:21:14,402.33
A674472,2024-03-04 03:49:33,3358.88
A924434,2024-01-17 10:22:20,3150.66
A544171,2024-02-01 03:28:03,3150.53
A649300,2024-03-24 23:24:08,2761.56
A132048,2024-03-20 07:57:48,63792.8
A299356,2024-02-25 10:15:01,1944.38
A880930,2024-02-14 01:31:36,909.83
A639351,2024-01-11 03:51:48,2325.34
A838762,2024-01-05 11:23:13,2756.71
A239609,2024-02-21 04:42:18,4746.51
A333663,2024-03-08 11:33:32,2553.16
A232767,2024-03-05 17:30:07,3597.48
A748572,2024-02-24 19:45:10,3949.96
A990556,2024-03-25 00:24:37,1284.36
A816572,2024-03-08 03:47:20,1410.74
A975352,2024-03-08 18:20:16,3602.35
A302562,2024-02-19 16:33:45,3679.53
A682423,2024-03-05 15:16:15,1404.68
A881353,2024-03-01 14:56:28,365.57
A280611,2024-03-26 22:33:49,581.48
A163739,2024-03-13 04:03:25,2483.13
A356729,2024-01-07 03:56:49,2991.0
A612507,2024-02-16 12:36:09,1560.3
A695932,2024-03-05 15:21:16,2509.66
A882826,2024-02-21 10:53:45,2617.81
A755622,2024-03-07 10:01:34,1498.76
A118239,2024-03-29 03:15:28,4644.52
A838762,2024-01-20 11:21:20,38801.41
A277067,2024-03-23 12:45:48,1983.72
A884783,2024-03-15 02:00:10,3829.01
A659172,2024-03-18 13:59:24,4139.2
A372043,2024-01-26 06:57:18,4492.16
A654910,2024-02-29 20:17:22,57412.64
A874738,2024-02-18 12:44:03,3159.09
A967046,2024-02-10 01:31:54,3833.96
A863162,2024-01-14 03:16:32,1222.93
A157860,2024-03-11 04:22:07,2527.16
A984603,2024-02-26 12:32:43,1099.51
A172655,2024-01-20 01:05:02,1078.4
A661324,2024-01-29 10:41:28,4191.58
A980032,2024-02-26 06:29:51,4082.52
A166314,2024-02-19 01:54:51,4271.97
A115246,2024-01-25 00:20:20,3345.96
A688383,2024-01-11 18:22:59,4414.48
A767346,2024-02-24 04:44:59,3099.01
A890381,2024-03-15 05:17:16,1856.4
A152699,2024-03-27 07:43:51,3377.2
A761301,2024-03-25 08:16:51,4136.99
A810426,2024-01-25 02:37:33,4591.71
A322930,2024-03-03 02:04:55,3889.65
A306144,2024-02-05 18:57:56,3616.53
A124091,2024-01-17 10:34:16,2220.83
A110818,2024-01-15 02:39:28,4022.05
A749795,2024-03-14 14:50:35,2622.82
A382676,2024-01-04 00:09:59,1100.84
A647496,2024-01-22 12:02:58,2557.11
A952654,2024-03-10 19:31:59,3947.1
A195625,2024-01-20 16:03:50,4915.6
A381951,2024-03-06 08:55:26,151.95
A612282,2024-01-29 02:44:04,265.68
A764695,2024-01-28 09:22:04,1605.99
A442439,2024-01-14 22:54:18,2017.09
A515264,2024-01-02 22:21:58,1081.13
A518518,2024-03-27 15:50:01,1696.17
A552537,2024-03-18 20:53:11,4289.19
A986115,2024-02-25 14:52:37,4885.54
A301229,2024-01-09 21:26:04,4904.72
A729440,2024-01-07 19:25:57,2016.17
A882139,2024-03-30 22:25:58,4357.97
A738413,2024-01-09 19:43:43,3800.02
A476426,2024-03-01 03:32:44,48302.17
A782904,2024-02-05 08:16:59,1336.73
A635233,2024-02-24 05:09:40,4810.62
A415961,2024-01-27 20:03:15,3533.61
A994360,2024-01-06 16:28:05,406.05
A144764,2024-03-16 15:23:29,3907.48
A526078,2024-01-27 03:53:54,2136.81
A538553,2024-01-14 18:58:36,4891.92
A341084,2024-02-27 19:37:32,1633.12
A723056,2024-02-15 13:58:22,2533.29
A433631,2024-03-03 14:05:32,2673.26
A773451,2024-01-10 02:42:01,4752.44
A356195,2024-02-19 12:13:30,1176.57
A263984,2024-01-25 17:01:21,2460.86
A134792,2024-02-20 12:42:14,401.76
A793263,2024-03-10 04:56:19,4659.47
A104421,2024-01-27 22:39:45,3481.29
A329853,2024-02-04 05:13:07,1171.65
A904372,2024-02-29 16:39:44,3965.96
A328969,2024-03-19 08:37:57,4593.68
A178812,2024-02-26 03:14:40,1026.35
A103534,2024-02-08 23:17:09,2198.18
A208619,2024-01-13 04:54:12,3979.11
A572452,2024-01-26 08:35:35,3306.26
A556504,2024-02-23 16:04:08,4490.08
A511378,2024-01-15 05:47:39,1617.75
A840855,2024-03-01 00:13:57,1623.24
A280611,2024-03-25 12:36:29,1615.38
A123568,2024-03-25 16:38:11,3702.85
A180818,2024-02-29 00:59:56,2059.22
A325558,2024-03-27 01:49:26,387.61
A759917,2024-03-17 00:05:22,4632.56
A713919,2024-02-24 20:31:37,1402.79
A726637,2024-03-01 16:32:59,437.91
A925208,2024-01-31 04:29:07,4673.35
A310378,2024-01-29 00:24:36,1010.22
A304041,2024-02-19 02:07:57,943.12
A969124,2024-03-05 19:30:36,2797.79
A679605,2024-02-02 00:43:18,2349.54
A458212,2024-03-14 18:38:28,2142.97
A497980,2024-01-04 00:27:12,3455.58
A101722,2024-01-29 22:32:04,4265.56
A135973,2024-01-15 15:07:55,2134.19
A157252,2024-02-06 00:32:37,1225.26
A739372,2024-03-23 16:13:11,727.02
A644912,2024-03-03 21:05:17,2321.28
A817753,2024-03-20 12:34:41,3014.69
A767842,2024-02-22 00:33:28,3231.04
A293584,2024-01-24 06:30:55,3683.36
A798811,2024-03-05 04:37:54,913.44
A959108,2024-03-24 16:39:38,632.11
A521911,2024-02-29 04:48:07,4575.93
A462342,2024-03-14 13:32:48,2457.46
A839704,2024-03-19 23:57:03,1781.72
A627742,2024-01-21 11:09:05,215.79
A274091,2024-02-19 10:30:04,2187.95
A918938,2024-03-28 21:34:20,1137.98
A673781,2024-01-24 03:25:24,3133.02
A741309,2024-02-28 14:19:35,2168.87
A699513,2024-03-22 12:34:22,4198.52
A488163,2024-02-16 13:16:52,2608.13
A552494,2024-01-26 12:23:11,2632.38
A568414,2024-03-27 02:43:20,1973.38
A288128,2024-03-26 21:24:37,3869.71
A902421,2024-02-05 10:52:30,4619.62
A667548,2024-01-28 15:33:50,968.49
A218710,2024-02-18 17:19:41,4022.25
A614514,2024-03-18 09:40:42,254.89
A323039,2024-02-08 13:38:54,3046.53
A924434,2024-01-27 01:04:04,4650.22
A198835,2024-01-15 12:05:20,69978.72
A864462,2024-02-06 17:36:58,3590.19
A415961,2024-01-08 01:52:37,1649.3
A241134,2024-02-22 00:17:08,867.45
A719042,2024-01-21 06:16:15,2597.56
A466734,2024-03-30 14:33:51,1059.28
A456258,2024-03-05 20:32:56,80863.11
A690017,2024-01-27 08:32:29,276.82
A775054,2024-03-03 18:29:29,3302.06
A571531,2024-01-14 10:07:51,1707.31
A995944,2024-03-02 09:56:28,1060.39
A191593,2024-01-20 14:07:16,3434.09
A895099,2024-02-13 10:40:38,541.33
A361052,2024-01-03 09:53:04,2409.45
A966883,2024-02-07 20:02:27,1313.14
A762171,2024-03-07 20:11:16,3600.98
A111380,2024-03-29 03:36:49,537.58
A634443,2024-03-18 22:32:14,72334.83
A659380,2024-01-17 11:59:52,4000.24
A270835,2024-02-22 02:37:16,4824.68
A837741,2024-01-05 10:22:53,383.93
A296551,2024-03-28 22:27:14,59536.12
A749046,2024-01-28 07:13:23,2813.72
A864034,2024-03-22 17:44:45,4681.03
A437425,2024-03-04 13:46:44,2895.02
A578773,2024-02-14 16:44:25,4442.3
A939621,2024-02-07 03:06:49,86883.94
A874488,2024-02-23 06:06:14,3631.7
A562394,2024-03-09 10:37:30,2735.4
A602594,2024-02-02 08:54:35,285.79
A538960,2024-01-27 13:09:52,4302.75
A797833,2024-03-21 03:51:23,763.91
A478157,2024-03-19 21:40:23,4166.71
A390505,2024-02-24 15:30:45,4530.84
A130940,2024-03-13 11:19:06,3822.48
A786442,2024-01-24 21:51:17,4972.07
A330500,2024-01-14 12:43:54,301.11
A223126,2024-02-02 18:24:16,3142.65
A289070,2024-01-14 18:05:38,3955.71
A774335,2024-03-25 06:24:00,1521.29
A750797,2024-03-28 05:57:49,2632.42
A474237,2024-01-18 20:41:09,1343.57
A743132,2024-01-25 08:43:01,4348.59
A964363,2024-03-02 10:39:44,2042.61
A735754,2024-02-15 06:09:35,2274.29
A467172,2024-01-10 19:40:21,3540.4
A409683,2024-01-17 03:00:36,2640.78
A385294,2024-01-29 03:38:19,1701.16
A205431,2024-03-18 01:16:51,1895.69
A852570,2024-01-20 05:57:50,1973.16
A707814,2024-02-03 08:35:58,2805.16
A520387,2024-02-02 01:49:01,21901.65
A227280,2024-02-05 05:39:54,4685.92
A293776,2024-03-05 13:45:10,3090.72
A980032,2024-01-17 09:55:28,422.87
A415310,2024-01-17 11:45:08,49750.45
A906152,2024-01-21 10:42:00,3235.75
A918254,2024-01-31 14:44:08,2855.37
A425710,2024-03-07 03:46:07,4995.67
A779923,2024-01-24 03:21:06,760.42
A461616,2024-03-23 19:22:47,2316.09
A249614,2024-01-12 11:24:19,2678.01
A370198,2024-03-12 10:29:04,3778.87
A116481,2024-03-30 17:27:37,1188.21
A557783,2024-02-13 07:06:47,2248.14
A834182,2024-03-10 04:42:36,4941.77
A364590,2024-03-05 06:37:12,3347.19
A751866,2024-01-28 04:52:38,3610.86
A770727,2024-01-01 03:03:38,614.4
A843715,2024-01-26 22:14:43,1301.78
A959108,2024-03-02 11:08:41,4535.87
A184858,2024-01-09 08:51:28,94265.98
A843715,2024-03-28 05:13:03,2158.84
A748168,2024-01-09 12:13:45,891.61
A153853,2024-02-19 03:37:43,2726.75
A187651,2024-01-25 00:16:16,1789.0
A311086,2024-02-09 16:51:38,65695.47
A928551,2024-02-20 09:20:31,2492.58
A910150,2024-03-20 20:57:21,3591.56
A270848,2024-01-13 06:28:59,2336.04
A683996,2024-01-10 13:49:17,1947.12
A522610,2024-03-08 13:37:31,4609.51
A390505,2024-02-26 20:54:02,2011.84
A848115,2024-01-27 05:37:21,4479.46
A298591,2024-01-03 12:31:30,2814.97
A899765,2024-01-28 11:18:35,3950.72
A483899,2024-01-04 04:37:50,896.8
A472389,2024-02-27 12:57:53,1924.4
A459837,2024-01-23 08:17:22,3341.48
A682423,2024-01-16 14:14:53,3385.27
A608288,2024-03-18 10:36:46,775.01
A721825,2024-02-09 14:23:36,2515.81
A186543,2024-02-08 17:50:09,4320.34
A483145,2024-01-02 16:13:31,3293.8
A274091,2024-01-08 00:23:50,3098.85
A340069,2024-03-10 06:02:49,4568.41
A211065,2024-02-17 13:53:17,3923.0
A518212,2024-02-25 02:15:45,4713.18
A312799,2024-01-20 17:35:10,3475.29
A329853,2024-02-28 20:56:05,1074.54
A837741,2024-01-02 19:50:50,565.34
A466734,2024-03-17 02:45:40,3918.8
A273011,2024-01-19 15:40:40,152.77
A382676,2024-03-16 06:48:43,4395.85
A732352,2024-01-18 20:21:54,85614.1
A413657,2024-01-12 22:21:46,1702.27
A645773,2024-01-30 10:08:24,4639.7
A967514,2024-03-09 21:36:41,3973.57
A864034,2024-02-07 13:06:05,1946.37
A760508,2024-02-29 04:02:39,4137.69
A134792,2024-03-19 07:38:10,3330.17
A178812,2024-02-24 16:26:41,2212.06
A793263,2024-01-26 18:03:25,4044.66
A909699,2024-01-16 07:32:46,1524.25
A303499,2024-02-11 06:05:04,1150.33
A900524,2024-01-12 14:03:28,4595.09
A484256,2024-02-27 23:29:05,1539.79
A334028,2024-01-25 10:32:03,2731.42
A748356,2024-02-20 01:00:29,150.71
A169187,2024-03-06 21:26:44,3822.28
A420078,2024-01-29 15:34:13,1766.05
A839313,2024-03-25 16:28:13,4499.45
A958884,2024-02-09 19:58:19,1816.96
A219576,2024-01-25 03:00:10,3387.94
A342259,2024-03-01 05:30:38,1531.15
A500588,2024-01-24 15:32:13,3075.89
A654539,2024-03-10 20:41:19,3653.57
A826644,2024-02-14 12:02:04,2176.51
A534757,2024-03-26 18:29:32,67702.19
A813606,2024-01-02 08:54:27,2901.17
A461616,2024-01-15 17:24:54,2274.81
A241326,2024-01-30 05:32:51,3801.98
A939621,2024-03-11 12:57:40,3272.65
A458546,2024-02-21 08:04:36,3497.59
A710408,2024-02-19 17:50:30,1826.45
A879631,2024-01-23 18:53:15,810.04
A683076,2024-03-06 10:36:30,3537.24
A155767,2024-02-05 07:04:11,1209.09
A473717,2024-01-01 05:50:56,2503.85
A100207,2024-02-20 18:05:23,4940.77
A123223,2024-03-02 23:10:33,957.79
A560112,2024-02-25 05:19:48,3915.79
A669859,2024-02-13 00:11:10,202.5
A275199,2024-01-25 06:15:58,57198.52
A498597,2024-01-17 16:45:46,3229.73
A315229,2024-01-10 03:21:07,1295.41
A605041,2024-01-09 01:50:34,3004.43
A948656,2024-01-25 04:48:20,3672.95
A366762,2024-03-23 00:36:53,3114.34
A256861,2024-02-18 12:39:58,1471.55
A144793,2024-01-22 16:33:48,812.83
A739100,2024-03-16 19:47:52,86789.72
A371633,2024-02-20 22:59:37,1171.95
A561966,2024-02-12 07:44:21,2892.65
A549192,2024-01-05 18:48:53,1228.07
A343880,2024-03-30 00:22:48,2367.49
A162971,2024-01-23 23:41:33,2712.86
A975593,2024-01-19 09:12:06,4218.06
A737738,2024-01-16 04:47:57,2132.89
A381117,2024-02-29 19:42:38,3392.58
A329853,2024-02-17 10:50:07,879.52
A753866,2024-02-02 14:33:25,1805.98
A130940,2024-03-13 14:31:51,1296.68
A892080,2024-03-08 22:37:08,1010.49
A426784,2024-01-25 05:03:55,1645.29
A850434,2024-02-02 08:47:45,3424.01
A560112,2024-03-12 02:59:33,4419.52
A271515,2024-03-18 13:48:25,2458.22
A651969,2024-03-26 00:49:27,1030.33
A566630,2024-01-12 06:11:43,1824.1
A151727,2024-02-17 02:04:12,3935.72
A538978,2024-02-08 18:51:57,2770.97
A141599,2024-01-12 09:28:28,4844.29
A428924,2024-02-21 10:33:44,3332.41
A932762,2024-03-12 23:15:57,3964.99
A735447,2024-02-03 11:20:19,1044.6
A241320,2024-01-07 13:33:40,1446.42
A372608,2024-01-12 10:36:18,4407.67
A389294,2024-01-07 12:59:07,3172.31
A480720,2024-01-26 08:23:58,3884.73
A798583,2024-03-23 14:50:26,2390.03
A105435,2024-02-25 22:02:02,2843.56
A452364,2024-02-02 18:08:44,4051.05
A751421,2024-02-21 17:07:12,4961.26
A204220,2024-01-09 19:48:55,1855.98
A624244,2024-01-21 22:11:41,3827.51
A506363,2024-03-27 15:00:13,2548.6
A395287,2024-03-27 04:12:17,4397.02
A518314,2024-02-20 12:06:29,641.12
A538960,2024-01-23 20:00:38,1147.67
A814631,2024-03-12 20:03:41,3091.31
A714022,2024-01-18 12:06:18,1743.6
A870276,2024-02-04 15:08:53,3058.47
A645773,2024-02-10 04:30:38,2272.89
A894802,2024-03-13 16:12:55,31571.16
A484256,2024-02-03 00:12:42,1871.41
A307913,2024-01-14 19:40:52,3633.97
A424277,2024-02-01 14:57:52,1323.09
A831784,2024-03-12 07:43:56,1246.57
A390668,2024-03-03 04:58:18,111.62
A532913,2024-01-27 21:51:51,1626.21
A573737,2024-03-20 11:20:47,1291.82
A631039,2024-03-12 19:31:42,4428.21
A713919,2024-02-28 03:49:43,1412.25
A585854,2024-03-05 06:47:07,1747.76
A110424,2024-02-14 15:13:47,1277.44
A713919,2024-02-17 06:45:41,3214.26
A812625,2024-02-02 01:15:31,4840.13
A567924,2024-02-21 05:01:52,659.52
A153374,2024-03-07 08:08:51,2001.99
A767532,2024-03-24 03:50:16,3224.55
A465083,2024-01-14 11:20:31,1817.31
A577872,2024-02-09 07:24:03,2356.56
A438179,2024-02-28 11:58:24,3107.16
A380605,2024-02-04 19:09:43,3689.87
A929534,2024-02-15 02:11:33,688.57
A381117,2024-02-29 19:20:25,30029.56
A361598,2024-01-22 08:13:53,2395.51
A616476,2024-03-10 20:09:02,3358.74
A265453,2024-01-09 02:57:11,4340.36
A488915,2024-02-07 19:41:09,3766.78
A353541,2024-01-24 08:52:11,831.02
A567330,2024-01-08 19:18:49,2662.8
A890144,2024-02-27 14:22:41,2837.97
A976282,2024-01-23 23:38:10,1474.31
A278141,2024-01-01 01:05:47,2116.23
A450008,2024-01-12 19:24:36,435.64
A832263,2024-02-04 16:47:35,3155.27
A545726,2024-01-23 07:03:26,4190.48
A207710,2024-03-21 03:08:59,4566.65
A130940,2024-02-25 02:06:27,470.64
A443459,2024-01-04 06:19:02,4745.49
A526389,2024-03-03 09:04:34,2231.16
A980413,2024-03-06 11:07:30,3839.6
A971119,2024-02-28 12:10:14,2460.93
A592503,2024-01-24 03:10:59,2922.69
A655257,2024-02-01 15:10:57,1826.89
A526890,2024-02-07 00:48:16,951.89
A413739,2024-01-10 13:38:33,3035.17
A254297,2024-02-06 20:25:02,2666.06
A577462,2024-02-24 12:01:42,3531.52
A798811,2024-01-07 18:01:03,2185.63
A153853,2024-02-12 00:34:35,3820.04
A118083,2024-03-13 18:31:36,855.57
A382287,2024-03-20 03:22:02,2139.08
A424277,2024-03-17 02:46:42,3761.31
A700727,2024-02-26 10:54:46,2682.18
A585669,2024-03-29 05:47:24,2185.06
A879679,2024-01-24 22:17:02,1996.0
A659858,2024-01-13 21:52:19,4996.49
A562391,2024-02-28 10:27:58,1406.05
A142097,2024-03-14 09:28:22,2694.32
A239609,2024-03-20 00:57:22,3954.81
A954019,2024-01-08 00:30:52,1971.95
A476426,2024-02-14 18:10:43,663.56
A800136,2024-02-20 12:04:27,1182.21
A164901,2024-03-19 08:39:19,852.66
A883404,2024-02-27 11:10:04,248.04
A352977,2024-01-04 01:25:09,4328.56
A872000,2024-02-17 15:42:59,2447.5
A469265,2024-01-25 12:44:10,3074.37
A260145,2024-03-02 01:42:32,1521.71
A517085,2024-01-12 15:04:53,2245.67
A186543,2024-03-01 22:40:15,2473.81
A768018,2024-01-05 05:01:11,2808.29
A863242,2024-03-11 09:51:18,3694.61
A153853,2024-01-11 13:21:09,2259.01
A542624,2024-03-02 12:47:53,37468.71
A673781,2024-01-12 04:25:57,4400.6
A513839,2024-03-01 14:01:53,1765.15
A432914,2024-02-05 06:36:23,250.98
A603011,2024-02-24 18:30:38,3642.07
A532204,2024-02-04 21:25:32,4852.29
A143197,2024-01-08 14:40:22,1334.16
A264972,2024-03-14 09:12:21,4802.25
A791182,2024-03-05 05:30:23,3910.74
A270058,2024-02-18 12:35:02,3230.11
A669030,2024-03-11 03:28:48,1573.37
A932762,2024-03-13 21:53:15,1097.1
A319931,2024-01-15 05:31:53,1512.32
A131337,2024-03-01 02:08:32,1972.69
A712743,2024-01-01 22:59:23,4972.3
A256032,2024-01-24 07:26:19,927.17
A659172,2024-02-10 16:36:52,3353.41
A637062,2024-03-04 12:49:21,3298.48
A474237,2024-02-21 01:25:24,4346.75
A749795,2024-01-28 04:37:38,561.45
A317432,2024-01-31 02:55:13,1529.8
A498597,2024-01-31 08:07:49,3346.55
A842523,2024-03-09 16:39:28,3323.99
A995150,2024-03-07 22:31:40,2996.07
A224445,2024-03-07 08:57:50,1776.44
A867929,2024-03-11 20:05:02,3188.73
A561272,2024-03-15 17:23:24,536.15
A207490,2024-01-16 01:39:48,2190.25
A980502,2024-01-30 21:25:20,1340.59
A502541,2024-01-04 05:04:39,639.23
A140080,2024-02-14 12:26:03,632.45
A448924,2024-02-23 01:39:06,1141.48
A790219,2024-03-30 08:07:15,3773.45
A583329,2024-03-25 18:19:47,3000.06
A786442,2024-01-19 16:12:32,4331.69
A435410,2024-03-06 08:01:57,1506.3
A452364,2024-01-18 03:29:42,955.57
A959108,2024-03-26 07:33:03,335.61
A876438,2024-03-18 10:54:01,422.58
A362365,2024-03-30 14:45:13,2054.56
A165098,2024-02-20 19:24:31,2717.35
A515264,2024-01-27 08:28:50,1167.5
A212169,2024-01-28 15:08:42,4561.54
A927701,2024-02-16 00:51:14,55900.47
A748494,2024-02-07 02:21:28,2291.2
A863181,2024-02-24 18:34:57,3079.24
A985873,2024-01-21 16:31:10,785.53
A810832,2024-01-05 14:39:04,609.44
A881129,2024-03-13 08:40:55,2004.79
A713017,2024-02-08 05:49:34,1291.54
A338694,2024-01-09 18:18:25,765.73
A982089,2024-03-03 00:01:52,4548.77
A370198,2024-01-07 10:55:11,330.77
A380043,2024-01-15 15:01:29,1627.63
A478157,2024-01-11 03:14:58,4058.33
