complaint_id,text,label
C101603,Money deducted but not received,fraud
C101604,Unable to update profile,normal
C101605,Suspicious activity detected,fraud
C101606,Suspicious activity detected,fraud
C101607,Unknown beneficiary added and funds transferred,fraud
C101608,Money deducted but not received,fraud
C101609,Need account statement,normal
C101610,Unknown beneficiary added and funds transferred,fraud
C101611,Need account statement,normal
C101612,Multiple OTP requests without action,fraud
C101613,Multiple OTP requests without action,fraud
C101614,Unknown beneficiary added and funds transferred,fraud
C101615,Login issue,normal
C101616,Unable to update profile,normal
C101617,Unauthorized transaction from my account,fraud
C101618,Unauthorized transaction from my account,fraud
C101619,Login issue,normal
C101620,Password reset not working,normal
C101621,Unknown beneficiary added and funds transferred,fraud
C101622,Multiple OTP requests without action,fraud
C101623,App is slow,normal
C101624,Unauthorized transaction from my account,fraud
C101625,Need account statement,normal
C101626,Suspicious activity detected,fraud
C101627,App is slow,normal
C101628,Need account statement,normal
C101629,App is slow,normal
C101630,Unauthorized transaction from my account,fraud
C101631,Suspicious activity detected,fraud
C101632,Unknown beneficiary added and funds transferred,fraud
C101633,Login issue,normal
C101634,Unauthorized transaction from my account,fraud
C101635,Suspicious activity detected,fraud
C101636,Need account statement,normal
C101637,Password reset not working,normal
C101638,App is slow,normal
C101639,Unauthorized transaction from my account,fraud
C101640,Need account statement,normal
C101641,Unauthorized transaction from my account,fraud
C101642,Suspicious activity detected,fraud
C101643,Unable to update profile,normal
C101644,Unauthorized transaction from my account,fraud
C101645,Unauthorized transaction from my account,fraud
C101646,Login issue,normal
C101647,Unauthorized transaction from my account,fraud
C101648,Login issue,normal
C101649,Unauthorized transaction from my account,fraud
C101650,Password reset not working,normal
C101651,Money deducted but not received,fraud
C101652,Multiple OTP requests without action,fraud
C101653,Login issue,normal
C101654,App is slow,normal
C101655,App is slow,normal
C101656,App is slow,normal
C101657,Unknown beneficiary added and funds transferred,fraud
C101658,Password reset not working,normal
C101659,Money deducted but not received,fraud
C101660,Unknown beneficiary added and funds transferred,fraud
C101661,App is slow,normal
C101662,Password reset not working,normal
C101663,Password reset not working,normal
C101664,Unauthorized transaction from my account,fraud
C101665,Money deducted but not received,fraud
C101666,Multiple OTP requests without action,fraud
C101667,Password reset not working,normal
C101668,Multiple OTP requests without action,fraud
C101669,Multiple OTP requests without action,fraud
C101670,Login issue,normal
C101671,Password reset not working,normal
C101672,Login issue,normal
C101673,Login issue,normal
C101674,App is slow,normal
C101675,Login issue,normal
C101676,Multiple OTP requests without action,fraud
C101677,Unauthorized transaction from my account,fraud
C101678,Need account statement,normal
C101679,Suspicious activity detected,fraud
C101680,Multiple OTP requests without action,fraud
C101681,Unknown beneficiary added and funds transferred,fraud
C101682,Unable to update profile,normal
C101683,Suspicious activity detected,fraud
C101684,Login issue,normal
C101685,Unknown beneficiary added and funds transferred,fraud
C101686,Money deducted but not received,fraud
C101687,Multiple OTP requests without action,fraud
C101688,Password reset not working,normal
C101689,Unauthorized transaction from my account,fraud
C101690,Unable to update profile,normal
C101691,Unauthorized transaction from my account,fraud
C101692,Need account statement,normal
C101693,Password reset not working,normal
C101694,Money deducted but not received,fraud
C101695,Suspicious activity detected,fraud
C101696,Need account statement,normal
C101697,App is slow,normal
C101698,Login issue,normal
C101699,Unauthorized transaction from my account,fraud
C101700,Multiple OTP requests without action,fraud
C101701,Unauthorized transaction from my account,fraud
C101702,Need account statement,normal
C101703,Multiple OTP requests without action,fraud
C101704,Multiple OTP requests without action,fraud
C101705,Unable to update profile,normal
C101706,Unknown beneficiary added and funds transferred,fraud
C101707,Unauthorized transaction from my account,fraud
C101708,Password reset not working,normal
C101709,App is slow,normal
C101710,Multiple OTP requests without action,fraud
C101711,Unauthorized transaction from my account,fraud
C101712,Multiple OTP requests without action,fraud
C101713,Need account statement,normal
C101714,Suspicious activity detected,fraud
C101715,Unable to update profile,normal
C101716,Unable to update profile,normal
C101717,Suspicious activity detected,fraud
C101718,App is slow,normal
C101719,Password reset not working,normal
C101720,App is slow,normal
C101721,Money deducted but not received,fraud
C101722,Multiple OTP requests without action,fraud
C101723,Need account statement,normal
C101724,Unable to update profile,normal
C101725,Unauthorized transaction from my account,fraud
C101726,Login issue,normal
C101727,Unauthorized transaction from my account,fraud
C101728,Unable to update profile,normal
C101729,App is slow,normal
C101730,Money deducted but not received,fraud
C101731,Suspicious activity detected,fraud
C101732,Need account statement,normal
C101733,Password reset not working,normal
C101734,Unknown beneficiary added and funds transferred,fraud
C101735,App is slow,normal
C101736,Multiple OTP requests without action,fraud
C101737,Multiple OTP requests without action,fraud
C101738,Password reset not working,normal
C101739,Unauthorized transaction from my account,fraud
C101740,Password reset not working,normal
C101741,Unauthorized transaction from my account,fraud
C101742,Login issue,normal
C101743,Password reset not working,normal
C101744,Need account statement,normal
C101745,Unknown beneficiary added and funds transferred,fraud
C101746,Need account statement,normal
C101747,Need account statement,normal
C101748,Unable to update profile,normal
C101749,Login issue,normal
C101750,Unable to update profile,normal
C101751,Unable to update profile,normal
C101752,Login issue,normal
C101753,App is slow,normal
C101754,Password reset not working,normal
C101755,Password reset not working,normal
C101756,Login issue,normal
C101757,App is slow,normal
C101758,Unknown beneficiary added and funds transferred,fraud
C101759,Unauthorized transaction from my account,fraud
C101760,Login issue,normal
C101761,App is slow,normal
C101762,Login issue,normal
C101763,Money deducted but not received,fraud
C101764,Need account statement,normal
C101765,Login issue,normal
C101766,Password reset not working,normal
C101767,Unauthorized transaction from my account,fraud
C101768,Unknown beneficiary added and funds transferred,fraud
C101769,Password reset not working,normal
C101770,Unknown beneficiary added and funds transferred,fraud
C101771,Need account statement,normal
C101772,Password reset not working,normal
C101773,Money deducted but not received,fraud
C101774,Unknown beneficiary added and funds transferred,fraud
C101775,App is slow,normal
C101776,Multiple OTP requests without action,fraud
C101777,Need account statement,normal
C101778,Need account statement,normal
C101779,App is slow,normal
C101780,Password reset not working,normal
C101781,Suspicious activity detected,fraud
C101782,Unauthorized transaction from my account,fraud
C101783,Suspicious activity detected,fraud
C101784,Login issue,normal
C101785,Need account statement,normal
C101786,Password reset not working,normal
C101787,Suspicious activity detected,fraud
C101788,Need account statement,normal
C101789,Unable to update profile,normal
C101790,Money deducted but not received,fraud
C101791,Money deducted but not received,fraud
C101792,Money deducted but not received,fraud
C101793,Unable to update profile,normal
C101794,Unable to update profile,normal
C101795,Need account statement,normal
C101796,Need account statement,normal
C101797,App is slow,normal
C101798,Money deducted but not received,fraud
C101799,Need account statement,normal
C101800,Password reset not working,normal
C101801,Suspicious activity detected,fraud
C101802,Unable to update profile,normal
C101803,Unknown beneficiary added and funds transferred,fraud
C101804,Money deducted but not received,fraud
C101805,Password reset not working,normal
C101806,Unknown beneficiary added and funds transferred,fraud
C101807,Unable to update profile,normal
C101808,Suspicious activity detected,fraud
C101809,Suspicious activity detected,fraud
C101810,Suspicious activity detected,fraud
C101811,Unable to update profile,normal
C101812,Password reset not working,normal
C101813,Multiple OTP requests without action,fraud
C101814,Money deducted but not received,fraud
C101815,Login issue,normal
C101816,Unknown beneficiary added and funds transferred,fraud
C101817,Password reset not working,normal
C101818,Login issue,normal
C101819,Unauthorized transaction from my account,fraud
C101820,App is slow,normal
C101821,Unable to update profile,normal
C101822,Suspicious activity detected,fraud
C101823,App is slow,normal
C101824,App is slow,normal
C101825,Password reset not working,normal
C101826,Login issue,normal
C101827,Password reset not working,normal
C101828,Need account statement,normal
C101829,Unable to update profile,normal
C101830,Unable to update profile,normal
C101831,Password reset not working,normal
C101832,Unknown beneficiary added and funds transferred,fraud
C101833,Need account statement,normal
C101834,Need account statement,normal
C101835,Suspicious activity detected,fraud
C101836,Need account statement,normal
C101837,Password reset not working,normal
C101838,Unauthorized transaction from my account,fraud
C101839,Login issue,normal
C101840,Login issue,normal
C101841,Login issue,normal
C101842,Suspicious activity detected,fraud
C101843,Unauthorized transaction from my account,fraud
C101844,Unable to update profile,normal
C101845,Unable to update profile,normal
C101846,Need account statement,normal
C101847,Login issue,normal
C101848,Money deducted but not received,fraud
C101849,Password reset not working,normal
C101850,Login issue,normal
C101851,Unable to update profile,normal
C101852,Login issue,normal
C101853,App is slow,normal
C101854,Password reset not working,normal
C101855,App is slow,normal
C101856,App is slow,normal
C101857,Login issue,normal
C101858,Multiple OTP requests without action,fraud
C101859,Unauthorized transaction from my account,fraud
C101860,Unable to update profile,normal
C101861,Suspicious activity detected,fraud
C101862,Unknown beneficiary added and funds transferred,fraud
C101863,Unknown beneficiary added and funds transferred,fraud
C101864,Money deducted but not received,fraud
C101865,Multiple OTP requests without action,fraud
C101866,Unauthorized transaction from my account,fraud
C101867,Suspicious activity detected,fraud
C101868,Password reset not working,normal
C101869,App is slow,normal
C101870,Unable to update profile,normal
C101871,Unable to update profile,normal
C101872,Suspicious activity detected,fraud
C101873,Suspicious activity detected,fraud
C101874,Unauthorized transaction from my account,fraud
C101875,Suspicious activity detected,fraud
C101876,Unable to update profile,normal
C101877,Money deducted but not received,fraud
C101878,Money deducted but not received,fraud
C101879,Login issue,normal
C101880,Unable to update profile,normal
C101881,Need account statement,normal
C101882,Multiple OTP requests without action,fraud
C101883,Money deducted but not received,fraud
C101884,App is slow,normal
C101885,Need account statement,normal
C101886,Login issue,normal
C101887,Password reset not working,normal
C101888,Need account statement,normal
C101889,Multiple OTP requests without action,fraud
C101890,Password reset not working,normal
C101891,Need account statement,normal
C101892,Unable to update profile,normal
C101893,Login issue,normal
C101894,Login issue,normal
C101895,App is slow,normal
C101896,Login issue,normal
C101897,Unauthorized transaction from my account,fraud
C101898,Money deducted but not received,fraud
C101899,Login issue,normal
C101900,App is slow,normal
C101901,Login issue,normal
C101902,Need account statement,normal
C101903,Unauthorized transaction from my account,fraud
C101904,Password reset not working,normal
C101905,Money deducted but not received,fraud
C101906,Money deducted but not received,fraud
C101907,Multiple OTP requests without action,fraud
C101908,Login issue,normal
C101909,Unknown beneficiary added and funds transferred,fraud
C101910,Password reset not working,normal
C101911,Unknown beneficiary added and funds transferred,fraud
C101912,Suspicious activity detected,fraud
C101913,Multiple OTP requests without action,fraud
C101914,Unable to update profile,normal
C101915,Suspicious activity detected,fraud
C101916,App is slow,normal
C101917,Multiple OTP requests without action,fraud
C101918,Money deducted but not received,fraud
C101919,Login issue,normal
C101920,Unable to update profile,normal
C101921,Multiple OTP requests without action,fraud
C101922,App is slow,normal
C101923,Money deducted but not received,fraud
C101924,Login issue,normal
C101925,Unable to update profile,normal
C101926,Multiple OTP requests without action,fraud
C101927,Money deducted but not received,fraud
C101928,Need account statement,normal
C101929,Password reset not working,normal
C101930,Unknown beneficiary added and funds transferred,fraud
C101931,Unauthorized transaction from my account,fraud
C101932,Multiple OTP requests without action,fraud
C101933,Money deducted but not received,fraud
C101934,Unauthorized transaction from my account,fraud
C101935,Unauthorized transaction from my account,fraud
C101936,Login issue,normal
C101937,Login issue,normal
C101938,Need account statement,normal
C101939,Money deducted but not received,fraud
C101940,App is slow,normal
C101941,Login issue,normal
C101942,Password reset not working,normal
C101943,App is slow,normal
C101944,Password reset not working,normal
C101945,Need account statement,normal
C101946,Unknown beneficiary added and funds transferred,fraud
C101947,Unauthorized transaction from my account,fraud
C101948,Login issue,normal
C101949,Multiple OTP requests without action,fraud
C101950,Multiple OTP requests without action,fraud
C101951,App is slow,normal
C101952,Password reset not working,normal
C101953,App is slow,normal
C101954,Need account statement,normal
C101955,Password reset not working,normal
C101956,Unauthorized transaction from my account,fraud
C101957,Login issue,normal
C101958,Suspicious activity detected,fraud
C101959,Login issue,normal
C101960,Unable to update profile,normal
C101961,Unknown beneficiary added and funds transferred,fraud
C101962,Login issue,normal
C101963,Money deducted but not received,fraud
C101964,Unauthorized transaction from my account,fraud
C101965,Password reset not working,normal
C101966,Suspicious activity detected,fraud
C101967,Unauthorized transaction from my account,fraud
C101968,Unauthorized transaction from my account,fraud
C101969,App is slow,normal
C101970,Login issue,normal
C101971,Login issue,normal
C101972,Password reset not working,normal
C101973,Password reset not working,normal
C101974,Login issue,normal
C101975,Password reset not working,normal
C101976,Unknown beneficiary added and funds transferred,fraud
C101977,App is slow,normal
C101978,Multiple OTP requests without action,fraud
C101979,App is slow,normal
C101980,Need account statement,normal
C101981,Need account statement,normal
C101982,Login issue,normal
C101983,Password reset not working,normal
C101984,App is slow,normal
C101985,Unauthorized transaction from my account,fraud
C101986,App is slow,normal
C101987,Unable to update profile,normal
C101988,Unauthorized transaction from my account,fraud
C101989,Password reset not working,normal
C101990,Money deducted but not received,fraud
C101991,Multiple OTP requests without action,fraud
C101992,Password reset not working,normal
C101993,Login issue,normal
C101994,App is slow,normal
C101995,Suspicious activity detected,fraud
C101996,Need account statement,normal
C101997,Need account statement,normal
C101998,Unable to update profile,normal
C101999,Login issue,normal
C102000,Multiple OTP requests without action,fraud
C102001,Multiple OTP requests without action,fraud
C102002,Password reset not working,normal
C102003,Unauthorized transaction from my account,fraud
C102004,Multiple OTP requests without action,fraud
C102005,Multiple OTP requests without action,fraud
C102006,Money deducted but not received,fraud
C102007,App is slow,normal
C102008,Need account statement,normal
C102009,Unauthorized transaction from my account,fraud
C102010,Login issue,normal
C102011,Unauthorized transaction from my account,fraud
C102012,Money deducted but not received,fraud
C102013,Unauthorized transaction from my account,fraud
C102014,Money deducted but not received,fraud
C102015,App is slow,normal
C102016,Unknown beneficiary added and funds transferred,fraud
C102017,Money deducted but not received,fraud
C102018,App is slow,normal
C102019,Unable to update profile,normal
C102020,Password reset not working,normal
C102021,Need account statement,normal
C102022,Login issue,normal
C102023,Suspicious activity detected,fraud
C102024,Unable to update profile,normal
C102025,Password reset not working,normal
C102026,Password reset not working,normal
C102027,Login issue,normal
C102028,Password reset not working,normal
C102029,Suspicious activity detected,fraud
C102030,Need account statement,normal
C102031,Unable to update profile,normal
C102032,Money deducted but not received,fraud
C102033,Password reset not working,normal
C102034,Unknown beneficiary added and funds transferred,fraud
C102035,Suspicious activity detected,fraud
C102036,Unable to update profile,normal
C102037,Password reset not working,normal
C102038,Unauthorized transaction from my account,fraud
C102039,Need account statement,normal
C102040,Unable to update profile,normal
C102041,Need account statement,normal
C102042,Unable to update profile,normal
C102043,Need account statement,normal
C102044,Unauthorized transaction from my account,fraud
C102045,Money deducted but not received,fraud
C102046,Suspicious activity detected,fraud
C102047,Money deducted but not received,fraud
C102048,Login issue,normal
C102049,Unauthorized transaction from my account,fraud
C102050,Suspicious activity detected,fraud
C102051,Money deducted but not received,fraud
C102052,Suspicious activity detected,fraud
C102053,Multiple OTP requests without action,fraud
C102054,Login issue,normal
C102055,Login issue,normal
C102056,Login issue,normal
C102057,Login issue,normal
C102058,Unable to update profile,normal
C102059,Unauthorized transaction from my account,fraud
C102060,Password reset not working,normal
C102061,Money deducted but not received,fraud
C102062,Unable to update profile,normal
C102063,App is slow,normal
C102064,App is slow,normal
C102065,Multiple OTP requests without action,fraud
C102066,Suspicious activity detected,fraud
C102067,Unknown beneficiary added and funds transferred,fraud
C102068,Need account statement,normal
C102069,Need account statement,normal
C102070,Password reset not working,normal
C102071,App is slow,normal
C102072,Login issue,normal
C102073,Suspicious activity detected,fraud
C102074,Unauthorized transaction from my account,fraud
C102075,Unable to update profile,normal
C102076,Multiple OTP requests without action,fraud
C102077,Password reset not working,normal
C102078,Suspicious activity detected,fraud
C102079,Password reset not working,normal
C102080,Money deducted but not received,fraud
C102081,Unable to update profile,normal
C102082,Login issue,normal
C102083,Password reset not working,normal
C102084,Money deducted but not received,fraud
C102085,Need account statement,normal
C102086,Unable to update profile,normal
C102087,App is slow,normal
C102088,Unknown beneficiary added and funds transferred,fraud
C102089,Need account statement,normal
C102090,Unknown beneficiary added and funds transferred,fraud
C102091,Need account statement,normal
C102092,Password reset not working,normal
C102093,Money deducted but not received,fraud
C102094,Suspicious activity detected,fraud
C102095,Login issue,normal
C102096,Need account statement,normal
C102097,Money deducted but not received,fraud
C102098,Password reset not working,normal
C102099,Suspicious activity detected,fraud
C102100,Money deducted but not received,fraud
C102101,Unauthorized transaction from my account,fraud
C102102,Login issue,normal
C102103,Money deducted but not received,fraud
C102104,Login issue,normal
C102105,Unable to update profile,normal
C102106,App is slow,normal
C102107,Unauthorized transaction from my account,fraud
C102108,Multiple OTP requests without action,fraud
C102109,Password reset not working,normal
C102110,Password reset not working,normal
C102111,Need account statement,normal
C102112,App is slow,normal
C102113,Need account statement,normal
C102114,Need account statement,normal
C102115,Multiple OTP requests without action,fraud
C102116,Login issue,normal
C102117,Login issue,normal
C102118,Multiple OTP requests without action,fraud
C102119,App is slow,normal
C102120,Multiple OTP requests without action,fraud
C102121,Password reset not working,normal
C102122,Unknown beneficiary added and funds transferred,fraud
C102123,Suspicious activity detected,fraud
C102124,Money deducted but not received,fraud
C102125,Login issue,normal
C102126,Need account statement,normal
C102127,Unable to update profile,normal
C102128,Unauthorized transaction from my account,fraud
C102129,Unable to update profile,normal
C102130,Need account statement,normal
C102131,Unknown beneficiary added and funds transferred,fraud
C102132,Need account statement,normal
C102133,App is slow,normal
C102134,Suspicious activity detected,fraud
C102135,Login issue,normal
C102136,App is slow,normal
C102137,Password reset not working,normal
C102138,Unknown beneficiary added and funds transferred,fraud
C102139,Money deducted but not received,fraud
C102140,Multiple OTP requests without action,fraud
C102141,Need account statement,normal
C102142,Login issue,normal
C102143,Password reset not working,normal
C102144,Unable to update profile,normal
C102145,Suspicious activity detected,fraud
C102146,App is slow,normal
C102147,Multiple OTP requests without action,fraud
C102148,Suspicious activity detected,fraud
C102149,Login issue,normal
C102150,Unauthorized transaction from my account,fraud
C102151,Suspicious activity detected,fraud
C102152,Login issue,normal
C102153,Need account statement,normal
C102154,App is slow,normal
C102155,Password reset not working,normal
C102156,Suspicious activity detected,fraud
C102157,Money deducted but not received,fraud
C102158,Password reset not working,normal
C102159,Password reset not working,normal
C102160,Login issue,normal
C102161,Unauthorized transaction from my account,fraud
C102162,App is slow,normal
C102163,Need account statement,normal
C102164,App is slow,normal
C102165,Need account statement,normal
C102166,Unable to update profile,normal
C102167,Suspicious activity detected,fraud
C102168,Login issue,normal
C102169,Unable to update profile,normal
C102170,Suspicious activity detected,fraud
C102171,Suspicious activity detected,fraud
C102172,Unauthorized transaction from my account,fraud
C102173,Need account statement,normal
C102174,Multiple OTP requests without action,fraud
C102175,App is slow,normal
C102176,Multiple OTP requests without action,fraud
C102177,App is slow,normal
C102178,Unknown beneficiary added and funds transferred,fraud
C102179,App is slow,normal
C102180,Unauthorized transaction from my account,fraud
C102181,Suspicious activity detected,fraud
C102182,Unable to update profile,normal
C102183,Money deducted but not received,fraud
C102184,Unable to update profile,normal
C102185,Login issue,normal
C102186,Need account statement,normal
C102187,App is slow,normal
C102188,App is slow,normal
C102189,Unable to update profile,normal
C102190,Login issue,normal
C102191,Need account statement,normal
C102192,Need account statement,normal
C102193,Unauthorized transaction from my account,fraud
C102194,Password reset not working,normal
C102195,Suspicious activity detected,fraud
C102196,Unable to update profile,normal
C102197,Unable to update profile,normal
C102198,Login issue,normal
C102199,App is slow,normal
C102200,Unable to update profile,normal
C102201,Password reset not working,normal
C102202,Money deducted but not received,fraud
C102203,App is slow,normal
C102204,Need account statement,normal
C102205,Unable to update profile,normal
C102206,Need account statement,normal
C102207,Money deducted but not received,fraud
C102208,Password reset not working,normal
C102209,Unauthorized transaction from my account,fraud
C102210,Suspicious activity detected,fraud
C102211,Unknown beneficiary added and funds transferred,fraud
C102212,Need account statement,normal
C102213,Password reset not working,normal
C102214,App is slow,normal
C102215,Need account statement,normal
C102216,Password reset not working,normal
C102217,Multiple OTP requests without action,fraud
C102218,Unauthorized transaction from my account,fraud
C102219,App is slow,normal
C102220,Money deducted but not received,fraud
C102221,Multiple OTP requests without action,fraud
C102222,Need account statement,normal
C102223,Unable to update profile,normal
C102224,Unauthorized transaction from my account,fraud
C102225,Need account statement,normal
C102226,Unauthorized transaction from my account,fraud
C102227,Need account statement,normal
C102228,Need account statement,normal
C102229,Need account statement,normal
C102230,Suspicious activity detected,fraud
C102231,Password reset not working,normal
C102232,Money deducted but not received,fraud
C102233,Suspicious activity detected,fraud
C102234,Suspicious activity detected,fraud
C102235,Multiple OTP requests without action,fraud
C102236,Unknown beneficiary added and funds transferred,fraud
C102237,App is slow,normal
C102238,Money deducted but not received,fraud
C102239,Password reset not working,normal
C102240,Password reset not working,normal
C102241,Need account statement,normal
C102242,App is slow,normal
C102243,Password reset not working,normal
C102244,Money deducted but not received,fraud
C102245,Suspicious activity detected,fraud
C102246,Unknown beneficiary added and funds transferred,fraud
C102247,Unable to update profile,normal
C102248,Unable to update profile,normal
C102249,Login issue,normal
C102250,Password reset not working,normal
C102251,Login issue,normal
C102252,Unauthorized transaction from my account,fraud
C102253,App is slow,normal
C102254,Password reset not working,normal
C102255,Unauthorized transaction from my account,fraud
C102256,Unknown beneficiary added and funds transferred,fraud
C102257,Unable to update profile,normal
C102258,Login issue,normal
C102259,Unable to update profile,normal
C102260,Money deducted but not received,fraud
C102261,Unauthorized transaction from my account,fraud
C102262,Money deducted but not received,fraud
C102263,Money deducted but not received,fraud
C102264,Multiple OTP requests without action,fraud
C102265,Password reset not working,normal
C102266,Unable to update profile,normal
C102267,Unknown beneficiary added and funds transferred,fraud
C102268,Unable to update profile,normal
C102269,Need account statement,normal
C102270,Need account statement,normal
C102271,Multiple OTP requests without action,fraud
C102272,Unauthorized transaction from my account,fraud
C102273,Unauthorized transaction from my account,fraud
C102274,Suspicious activity detected,fraud
C102275,Password reset not working,normal
C102276,Unauthorized transaction from my account,fraud
C102277,App is slow,normal
C102278,Need account statement,normal
C102279,Money deducted but not received,fraud
C102280,App is slow,normal
C102281,Money deducted but not received,fraud
C102282,Password reset not working,normal
C102283,Unable to update profile,normal
C102284,Need account statement,normal
C102285,Password reset not working,normal
C102286,Login issue,normal
C102287,Need account statement,normal
C102288,Money deducted but not received,fraud
C102289,Multiple OTP requests without action,fraud
C102290,Login issue,normal
C102291,App is slow,normal
C102292,App is slow,normal
C102293,Suspicious activity detected,fraud
C102294,Password reset not working,normal
C102295,Unable to update profile,normal
C102296,Suspicious activity detected,fraud
C102297,Multiple OTP requests without action,fraud
C102298,Unable to update profile,normal
C102299,Password reset not working,normal
C102300,Unable to update profile,normal
C102301,Need account statement,normal
C102302,Unable to update profile,normal
C102303,Money deducted but not received,fraud
C102304,Login issue,normal
C102305,Password reset not working,normal
C102306,Multiple OTP requests without action,fraud
C102307,Suspicious activity detected,fraud
C102308,Unknown beneficiary added and funds transferred,fraud
C102309,Password reset not working,normal
C102310,Password reset not working,normal
C102311,Suspicious activity detected,fraud
C102312,Unknown beneficiary added and funds transferred,fraud
C102313,Money deducted but not received,fraud
C102314,Money deducted but not received,fraud
C102315,App is slow,normal
C102316,Unknown beneficiary added and funds transferred,fraud
C102317,Password reset not working,normal
C102318,Suspicious activity detected,fraud
C102319,Login issue,normal
C102320,Unable to update profile,normal
C102321,Unknown beneficiary added and funds transferred,fraud
C102322,Password reset not working,normal
C102323,Unauthorized transaction from my account,fraud
C102324,App is slow,normal
C102325,App is slow,normal
C102326,Need account statement,normal
C102327,Unable to update profile,normal
C102328,App is slow,normal
C102329,Unauthorized transaction from my account,fraud
C102330,Unknown beneficiary added and funds transferred,fraud
C102331,Login issue,normal
C102332,Unknown beneficiary added and funds transferred,fraud
C102333,Login issue,normal
C102334,Money deducted but not received,fraud
C102335,Multiple OTP requests without action,fraud
C102336,Unknown beneficiary added and funds transferred,fraud
C102337,Money deducted but not received,fraud
C102338,Need account statement,normal
C102339,Unable to update profile,normal
C102340,Unable to update profile,normal
C102341,Suspicious activity detected,fraud
C102342,Unknown beneficiary added and funds transferred,fraud
C102343,Password reset not working,normal
C102344,Unable to update profile,normal
C102345,Money deducted but not received,fraud
C102346,Password reset not working,normal
C102347,Unable to update profile,normal
C102348,Password reset not working,normal
C102349,Money deducted but not received,fraud
C102350,Money deducted but not received,fraud
C102351,Unknown beneficiary added and funds transferred,fraud
C102352,Unauthorized transaction from my account,fraud
C102353,Need account statement,normal
C102354,Unable to update profile,normal
C102355,Suspicious activity detected,fraud
C102356,Password reset not working,normal
C102357,Password reset not working,normal
C102358,Unknown beneficiary added and funds transferred,fraud
C102359,Need account statement,normal
C102360,Multiple OTP requests without action,fraud
C102361,App is slow,normal
C102362,Multiple OTP requests without action,fraud
C102363,Multiple OTP requests without action,fraud
C102364,Money deducted but not received,fraud
C102365,Money deducted but not received,fraud
C102366,Login issue,normal
C102367,App is slow,normal
C102368,Unknown beneficiary added and funds transferred,fraud
C102369,Password reset not working,normal
C102370,Need account statement,normal
C102371,Suspicious activity detected,fraud
C102372,Suspicious activity detected,fraud
C102373,Unauthorized transaction from my account,fraud
C102374,App is slow,normal
C102375,Multiple OTP requests without action,fraud
C102376,Suspicious activity detected,fraud
C102377,Unable to update profile,normal
C102378,Unable to update profile,normal
C102379,Money deducted but not received,fraud
C102380,Password reset not working,normal
C102381,Suspicious activity detected,fraud
C102382,Multiple OTP requests without action,fraud
C102383,Money deducted but not received,fraud
C102384,Password reset not working,normal
C102385,Need account statement,normal
C102386,Password reset not working,normal
C102387,Unable to update profile,normal
C102388,Need account statement,normal
C102389,Money deducted but not received,fraud
C102390,Login issue,normal
C102391,Login issue,normal
C102392,Unable to update profile,normal
C102393,Suspicious activity detected,fraud
C102394,Password reset not working,normal
C102395,Unknown beneficiary added and funds transferred,fraud
C102396,Unauthorized transaction from my account,fraud
C102397,Need account statement,normal
C102398,App is slow,normal
C102399,Login issue,normal
C102400,App is slow,normal
C102401,App is slow,normal
C102402,Login issue,normal
C102403,Password reset not working,normal
C102404,Multiple OTP requests without action,fraud
C102405,Password reset not working,normal
C102406,Unknown beneficiary added and funds transferred,fraud
C102407,Login issue,normal
C102408,Login issue,normal
C102409,Unable to update profile,normal
C102410,App is slow,normal
C102411,Login issue,normal
C102412,Need account statement,normal
C102413,Need account statement,normal
C102414,App is slow,normal
C102415,App is slow,normal
C102416,App is slow,normal
C102417,Unable to update profile,normal
C102418,Password reset not working,normal
C102419,Password reset not working,normal
C102420,Login issue,normal
C102421,Suspicious activity detected,fraud
C102422,Suspicious activity detected,fraud
C102423,Need account statement,normal
C102424,Unable to update profile,normal
C102425,App is slow,normal
C102426,Suspicious activity detected,fraud
C102427,Unable to update profile,normal
C102428,Multiple OTP requests without action,fraud
C102429,Unable to update profile,normal
C102430,App is slow,normal
C102431,App is slow,normal
C102432,Unable to update profile,normal
C102433,Login issue,normal
C102434,Need account statement,normal
C102435,Need account statement,normal
C102436,Suspicious activity detected,fraud
C102437,Suspicious activity detected,fraud
C102438,Password reset not working,normal
C102439,Multiple OTP requests without action,fraud
C102440,Need account statement,normal
C102441,App is slow,normal
C102442,Unauthorized transaction from my account,fraud
C102443,Password reset not working,normal
C102444,Suspicious activity detected,fraud
C102445,Unable to update profile,normal
C102446,Unauthorized transaction from my account,fraud
C102447,Money deducted but not received,fraud
C102448,Password reset not working,normal
C102449,Unable to update profile,normal
C102450,Need account statement,normal
C102451,Unknown beneficiary added and funds transferred,fraud
C102452,Login issue,normal
C102453,Login issue,normal
C102454,Suspicious activity detected,fraud
C102455,Unauthorized transaction from my account,fraud
C102456,Suspicious activity detected,fraud
C102457,App is slow,normal
C102458,Unknown beneficiary added and funds transferred,fraud
C102459,Password reset not working,normal
C102460,Unknown beneficiary added and funds transferred,fraud
C102461,Login issue,normal
C102462,Unknown beneficiary added and funds transferred,fraud
C102463,Login issue,normal
C102464,Unauthorized transaction from my account,fraud
C102465,Multiple OTP requests without action,fraud
C102466,Suspicious activity detected,fraud
C102467,Login issue,normal
C102468,Unknown beneficiary added and funds transferred,fraud
C102469,Unknown beneficiary added and funds transferred,fraud
C102470,Unable to update profile,normal
C102471,Unable to update profile,normal
C102472,Unauthorized transaction from my account,fraud
C102473,App is slow,normal
